TPR@5,FPR@95,AUROC,AUPR,ACC
0.0,40.0,87.0,77.8532,60.0
0.0,40.0,87.0,77.8532,60.0
0.0,40.0,87.0,77.8532,60.0
10.0,10.0,91.0,84.8012,60.0
5.0,25.0,89.0,81.3272,60.0
