TPR@5,FPR@95,AUROC,AUPR,ACC
0.0,100.0,25.0,39.5379,100.0
0.0,100.0,25.0,39.5379,100.0
0.0,100.0,37.0,46.0424,100.0
0.0,100.0,32.0,41.6466,100.0
0.0,100.0,34.5,43.8445,100.0
