TPR@5,FPR@95,AUROC,AUPR,ACC
30.0,50.0,79.0,79.3561,100.0
30.0,50.0,79.0,79.3561,100.0
20.0,40.0,75.0,72.5465,100.0
20.0,30.0,76.0,73.096,100.0
20.0,35.0,75.5,72.8213,100.0
