TPR@5,FPR@95,AUROC,AUPR,ACC
20.0,90.0,76.0,75.8505,100.0
20.0,90.0,76.0,75.8505,100.0
40.0,70.0,76.0,80.4229,100.0
30.0,30.0,86.0,84.2948,100.0
35.0,50.0,81.0,82.3588,100.0
