TPR@5,FPR@95,AUROC,AUPR,ACC
30.0,50.0,80.0,80.2489,100.0
30.0,50.0,80.0,80.2489,100.0
30.0,40.0,80.0,79.8323,100.0
30.0,30.0,80.0,79.0484,100.0
30.0,35.0,80.0,79.4403,100.0
