TPR@5,FPR@95,AUROC,AUPR,ACC
20.0,90.0,67.0,70.0187,100.0
20.0,90.0,67.0,70.0187,100.0
0.0,70.0,61.0,57.6522,100.0
0.0,80.0,72.0,65.8993,100.0
0.0,75.0,66.5,61.7757,100.0
