TPR@5,FPR@95,AUROC,AUPR,ACC
0.0,100.0,21.0,37.8132,100.0
0.0,100.0,21.0,37.8132,100.0
0.0,100.0,30.0,40.8319,100.0
0.0,100.0,27.0,39.7808,100.0
0.0,100.0,28.5,40.3064,100.0
