TPR@5,FPR@95,AUROC,AUPR,ACC
0.0,100.0,50.0,50.0,100.0
0.0,100.0,50.0,50.0,100.0
0.0,100.0,50.0,50.0,100.0
0.0,100.0,50.0,50.0,100.0
0.0,100.0,50.0,50.0,100.0
