TPR@5,FPR@95,AUROC,AUPR,ACC
30.0,60.0,78.0,78.9394,100.0
30.0,60.0,78.0,78.9394,100.0
30.0,40.0,82.0,81.9156,100.0
30.0,30.0,79.0,78.096,100.0
30.0,35.0,80.5,80.0058,100.0
