TPR@5,FPR@95,AUROC,AUPR,ACC
20.0,30.0,83.0,80.3857,90.0
20.0,30.0,83.0,80.3857,90.0
10.0,30.0,77.0,70.9412,90.0
20.0,30.0,86.0,83.3748,90.0
15.0,30.0,81.5,77.158,90.0
