TPR@5,FPR@95,AUROC,AUPR,ACC
0.0,30.0,84.0,75.0415,90.0
0.0,30.0,84.0,75.0415,90.0
20.0,30.0,89.0,85.9178,90.0
0.0,20.0,89.0,79.0437,90.0
10.0,25.0,89.0,82.4807,90.0
