TPR@5,FPR@95,AUROC,AUPR,ACC
50.0,10.0,95.0,94.3012,90.0
50.0,10.0,95.0,94.3012,90.0
70.0,10.0,97.0,96.9798,90.0
80.0,10.0,98.0,98.0909,90.0
75.0,10.0,97.5,97.5354,90.0
