TPR@5,FPR@95,AUROC,AUPR,ACC
14.1859,49.7054,79.7962,94.2409,85.542
14.1859,49.7054,79.7962,94.2409,85.542
15.126,44.0676,81.8821,93.8912,85.542
41.1229,26.1961,91.034,92.9983,85.542
28.1244,35.1319,86.458,93.4447,85.542
